Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Hint,wideo1,wideo2,Picture,Hint_picture1,Hint_picture2,Doors_picture,answear
55,1652782661647,17/05/2022 10:17:41,1652782661592,1,17/05/2022 11:17:41,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,1,Help,AnnaButton,response_button_text,2122,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
56,1652782662651,17/05/2022 10:17:42,1652782662594,1,17/05/2022 11:17:42,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,2,Claire,AdvanceAnna,response_button_text,994,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
57,1652782663727,17/05/2022 10:17:43,1652782663665,1,17/05/2022 11:17:43,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,4,ChooseDoor,RightButton,response_button_text,1066,,,Right,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
58,1652782685941,17/05/2022 10:18:05,1652782685885,1,17/05/2022 11:18:05,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,6,Right,Zone2,response_button_text,22214,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
59,1652782686377,17/05/2022 10:18:06,1652782686319,1,17/05/2022 11:18:06,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
60,1652782688061,17/05/2022 10:18:08,1652782688004,1,17/05/2022 11:18:08,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,1,Help,BethButton,response_button_text,1674,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
61,1652782689214,17/05/2022 10:18:09,1652782689155,1,17/05/2022 11:18:09,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,3,Anna,Zone2,response_button_text,1143.0000000000582,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
62,1652782690296,17/05/2022 10:18:10,1652782690235,1,17/05/2022 11:18:10,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,4,ChooseDoor,RightButton,response_button_text,1072,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
63,1652782697465,17/05/2022 10:18:17,1652782697390,1,17/05/2022 11:18:17,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,6,Right,Zone2,response_button_text,7150,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
64,1652782697899,17/05/2022 10:18:17,1652782697832,1,17/05/2022 11:18:17,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,7,test,fixation,fixation,453,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
65,1652782703989,17/05/2022 10:18:23,1652782703854,1,17/05/2022 11:18:23,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,15,1,1,Screen 1,Zone1,response_button_text,6014,,,Finish,1,0,1,0,,,,,,The end,,,,,,,,,
66,1652782704031,17/05/2022 10:18:24,1652782703856,1,17/05/2022 11:18:23,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,,,END TASK,,,,,387662,,,,,0,1,0,,,,,,,,,,,,,,,
1,1652788074519,17/05/2022 11:47:54,1652788074417,1,17/05/2022 12:47:54,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1652788097986,17/05/2022 11:48:17,1652788097926,1,17/05/2022 12:48:17,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,1,1,1,Screen 1,advancementZone,continue_button,23428,,,,,0,1,0,,,,,,Instructions,,,,,,,,,
3,1652788121022,17/05/2022 11:48:41,1652788120972,1,17/05/2022 12:48:40,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,2,1,1,Screen 1,Zone2,continue_button,23036.999999999996,,,,,0,1,0,,,,,,Start,,,,,,,,,
4,1652788132961,17/05/2022 11:48:52,1652788132911,1,17/05/2022 12:48:52,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,1,Help,BethButton,response_button_text,11918,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
5,1652788134915,17/05/2022 11:48:54,1652788134876,1,17/05/2022 12:48:54,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,3,Anna,Zone2,response_button_text,1957.9999999999927,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
6,1652788139088,17/05/2022 11:48:59,1652788139043,1,17/05/2022 12:48:59,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,4,ChooseDoor,LeftButton,response_button_text,4160,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
7,1652788157156,17/05/2022 11:49:17,1652788157130,1,17/05/2022 12:49:17,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,5,Left,Continue,response_button_text,18081,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
8,1652788157613,17/05/2022 11:49:17,1652788157573,1,17/05/2022 12:49:17,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
9,1652788166032,17/05/2022 11:49:26,1652788165979,1,17/05/2022 12:49:25,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,1,Help,BethButton,response_button_text,8384.999999999985,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
10,1652788168838,17/05/2022 11:49:28,1652788168793,1,17/05/2022 12:49:28,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,3,Anna,Zone2,response_button_text,2808,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
11,1652788170500,17/05/2022 11:49:30,1652788170471,1,17/05/2022 12:49:30,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,4,ChooseDoor,RightButton,response_button_text,1672.0000000000146,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
12,1652788190722,17/05/2022 11:49:50,1652788190656,1,17/05/2022 12:49:50,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,6,Right,Zone2,response_button_text,20177.999999999985,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
13,1652788191131,17/05/2022 11:49:51,1652788191096,1,17/05/2022 12:49:51,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,7,test,fixation,fixation,457,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
14,1652788198730,17/05/2022 11:49:58,1652788198686,1,17/05/2022 12:49:58,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,1,Help,AnnaButton,response_button_text,7570.999999999985,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
15,1652788200744,17/05/2022 11:50:00,1652788200692,1,17/05/2022 12:50:00,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,2,Claire,AdvanceAnna,response_button_text,2000,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
16,1652788203046,17/05/2022 11:50:03,1652788203007,1,17/05/2022 12:50:03,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,4,ChooseDoor,LeftButton,response_button_text,2309,,,Left,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
17,1652788222974,17/05/2022 11:50:22,1652788222931,1,17/05/2022 12:50:22,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,5,Left,Continue,response_button_text,19918,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
18,1652788223408,17/05/2022 11:50:23,1652788223368,1,17/05/2022 12:50:23,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
19,1652788225964,17/05/2022 11:50:25,1652788225926,1,17/05/2022 12:50:25,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,1,Help,BethButton,response_button_text,2540,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
20,1652788227568,17/05/2022 11:50:27,1652788227528,1,17/05/2022 12:50:27,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,3,Anna,Zone2,response_button_text,1580,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
21,1652788229260,17/05/2022 11:50:29,1652788229222,1,17/05/2022 12:50:29,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,4,ChooseDoor,LeftButton,response_button_text,1687,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
22,1652788244295,17/05/2022 11:50:44,1652788244254,1,17/05/2022 12:50:44,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,5,Left,Continue,response_button_text,15025,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
23,1652788244737,17/05/2022 11:50:44,1652788244703,1,17/05/2022 12:50:44,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
24,1652788248769,17/05/2022 11:50:48,1652788248719,1,17/05/2022 12:50:48,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,1,Help,AnnaButton,response_button_text,3995,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
25,1652788251328,17/05/2022 11:50:51,1652788251295,1,17/05/2022 12:50:51,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,2,Claire,AdvanceAnna,response_button_text,2568,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
26,1652788252953,17/05/2022 11:50:52,1652788252917,1,17/05/2022 12:50:52,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,4,ChooseDoor,RightButton,response_button_text,1616,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
27,1652788272880,17/05/2022 11:51:12,1652788272824,1,17/05/2022 12:51:12,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,6,Right,Zone2,response_button_text,19900,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
28,1652788273304,17/05/2022 11:51:13,1652788273266,1,17/05/2022 12:51:13,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
29,1652788275040,17/05/2022 11:51:15,1652788275002,1,17/05/2022 12:51:15,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,1,Help,BethButton,response_button_text,1715,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
30,1652788276671,17/05/2022 11:51:16,1652788276633,1,17/05/2022 12:51:16,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,3,Anna,Zone2,response_button_text,1624,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
31,1652788278171,17/05/2022 11:51:18,1652788278036,1,17/05/2022 12:51:18,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,4,ChooseDoor,LeftButton,response_button_text,1396,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
32,1652788297191,17/05/2022 11:51:37,1652788297146,1,17/05/2022 12:51:37,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,5,Left,Continue,response_button_text,19104,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
33,1652788297620,17/05/2022 11:51:37,1652788297582,1,17/05/2022 12:51:37,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
34,1652788299468,17/05/2022 11:51:39,1652788299419,1,17/05/2022 12:51:39,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,1,Help,AnnaButton,response_button_text,1815,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
35,1652788300926,17/05/2022 11:51:40,1652788300883,1,17/05/2022 12:51:40,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,2,Claire,AdvanceAnna,response_button_text,1455,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
36,1652788302389,17/05/2022 11:51:42,1652788302350,1,17/05/2022 12:51:42,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,4,ChooseDoor,RightButton,response_button_text,1461,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
37,1652788317933,17/05/2022 11:51:57,1652788317893,1,17/05/2022 12:51:57,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,6,Right,Zone2,response_button_text,15536,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
38,1652788318375,17/05/2022 11:51:58,1652788318328,1,17/05/2022 12:51:58,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
39,1652788319655,17/05/2022 11:51:59,1652788319621,1,17/05/2022 12:51:59,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,1,Help,BethButton,response_button_text,1273,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
40,1652788321509,17/05/2022 11:52:01,1652788321471,1,17/05/2022 12:52:01,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,3,Anna,Zone2,response_button_text,1845,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
41,1652788323226,17/05/2022 11:52:03,1652788323178,1,17/05/2022 12:52:03,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,4,ChooseDoor,RightButton,response_button_text,1700,,,Right,1,1,0,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
